uid	followers_count	friends_count	statuses_count	favourites_count	listed_count	created_year	name_words	screen_name_length	description_length
202388889	0.000253044227898	0.00669661141905	0.00860603649003	0.0408684669006	0.000647972293598	0.4	0.125	0.428571428571	0.178403755869
1392518336	0.000287440924275	0.00285681129345	0.0175209563757	0.013769125649	0.00245782594124	0.7	0.125	0.52380952381	0.746478873239
361208576	0.000152018965809	0.00196939081998	0.00712612163283	0.00218688368117	0.000647972293598	0.5	0.25	0.571428571429	0.605633802817
1535215357	0.000570552194461	0.00831444720531	0.17074619869	0.168828953497	0.00156407105351	0.7	0.0	0.0	0.107981220657
4396196375	0.00030091095922	0.00330734784152	0.0334329936524	0.0517741357401	0.00214501173053	0.9	0.0	0.761904761905	0.746478873239
17938477	8.00986006558e-05	0.0017065778336	0.00496757178586	0.0154212673959	0.00167579041448	0.2	0.25	0.666666666667	0.18779342723
720288026681716737	1.63564710048e-05	0.000238920896704	0.00865327747995	7.09155970231e-05	0.00239079432466	1.0	0.125	0.47619047619	0.403755868545
174004739	8.85173724965e-05	0.00641331949868	0.0512346705259	0.25473457442	0.000647972293598	0.4	0.0	0.142857142857	0.0
53783678	0.000182807617112	0.00368279496491	0.0357668802504	0.133549402297	0.00116188135404	0.3	0.25	0.52380952381	0.568075117371
257662370	0.000183529226127	0.00469991535374	0.0174791662692	0.0180393945725	0.000692660037985	0.5	0.25	0.904761904762	0.413145539906
4795355113	6.85528564171e-05	0.00138574120088	0.0007031639653	0.000799237944828	0.000178750977544	1.0	0.25	0.857142857143	0.75117370892
1633971270	2.74211425668e-05	0.000201376184365	0.00696622905157	0.0113579953502	0.000379845827282	0.7	0.125	0.333333333333	0.37558685446
2803810119	1.37105712834e-05	0.00110586243617	0.00358395586965	0.0157470958146	0.00051390906044	0.8	0.0	0.333333333333	0.0
2244770588	0.0114057520898	0.0827690249297	0.0113305697354	0.00379877603513	0.00531784158195	0.7	0.0	0.619047619048	0.600938967136
102071251	8.34661093921e-05	0.00266908773175	0.00514745093978	0.00132822996586	0.000536252932633	0.4	0.125	0.571428571429	0.488262910798
3358825450	8.22634277005e-05	0.000477841793409	0.00412541029254	0.0203757759987	4.46877443861e-05	0.9	0.0	0.142857142857	0.0892018779343
555940842	0.000104152234486	0.00140963329056	0.0385150339908	0.0236934759567	0.000558596804826	0.6	0.0	0.142857142857	0.276995305164
2469354073	2.06861250943e-05	0.000153592005024	0.000133546644572	3.44994796328e-05	0.000268126466317	0.8	0.125	0.619047619048	0.0
360464656	9.54929263074e-05	0.00281926658111	0.0744218202499	0.0251156211727	0.000759691654564	0.5	0.125	0.619047619048	0.69014084507
77243076	2.16482704475e-05	0.000645086421101	0.0111879382851	7.66655102952e-06	0.00029047033851	0.3	0.25	0.714285714286	0.239436619718
1731752761	3.60804507459e-06	0.000139939382355	4.26985870402e-05	0.0001169149032	0.0	0.7	0.0	0.238095238095	0.173708920188
2330149164	0.000104633307163	0.00161100947492	0.0232243974275	0.00278104138596	0.000580940677019	0.8	0.0	0.0	0.112676056338
2830586398	4.11317138503e-05	0.00135843595555	0.00107836644291	0.0013493129812	0.000111719360965	0.8	0.25	0.809523809524	0.389671361502
443273019	5.31585307656e-05	0.000576823307757	0.00978978667968	0.00500625782228	0.000469221316054	0.5	0.125	0.714285714286	0.68544600939
2591381383	0.00142686155883	0.00592865139393	0.0030152470295	0.000346911434086	0.00849067143336	0.8	0.25	0.761904761905	0.732394366197
1093716612	3.75236687757e-05	0.000839636294132	0.00272453324539	0.00152947693039	0.000603284549212	0.7	0.125	0.666666666667	0.342723004695
36620392	0.000128927477332	0.00424937880567	0.0292394473168	0.0098936841036	0.000670316165792	0.3	0.125	0.571428571429	0.140845070423
